아가, 83, 162
가가, 97, 162
라파, 41, 147
타다, 85, 189
차자, 56, 178
바다, 67, 173
마라, 41, 162
하가, 65, 174
다가, 79, 188
나마, 49, 149
아파, 82, 158
하하, 61, 167
다나, 51, 178
카사, 96, 151
마하, 92, 156
사차, 48, 192
가사, 61, 167
사파, 78, 162
차바, 61, 174
다카, 68, 198
가마, 57, 147
사카, 72, 147
사카, 57, 181
하하, 91, 193
나가, 85, 144
카사, 73, 175
카마, 57, 159
아차, 95, 184
바타, 59, 197
자가, 84, 189
마가, 93, 156
차나, 68, 146
하하, 83, 167
사바, 74, 148
나카, 67, 195
하하, 80, 149
다가, 88, 150
사아, 44, 162
라타, 41, 180
사다, 57, 198
마라, 45, 157
하카, 55, 156
사아, 53, 160
타바, 80, 146
파하, 66, 175
자차, 43, 145
하타, 48, 185
파아, 87, 199
아나, 63, 192
사라, 89, 169
사파, 63, 185
다카, 74, 163
하하, 67, 174
자사, 93, 184
파차, 72, 143
가라, 44, 186
바타, 98, 152
